ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'reply_time': '2020-01-27 01:25:29', 'reply_like': 0, 'reply_content': '回复 @别自找烦 :有直播吃蝙蝠的呀，还有蝙蝠刺身，我觉得这种人就该被抓起来，关几天'}
{'reply_time': '2020-01-27 01:30:04', 'reply_like': 1, 'reply_content': '回复 @国民初恋七曜 :人体也携带者各种寄生共生的细菌，抵抗力够的情况下对人类完全够不成危险，但体弱就会被感染。还有，如果你出过国，被当地蚊虫叮咬，或者感冒啥的，比较在国内会更不容易好也更严重，因为病毒会有差异性。所以隔离病原区也是同理，防止病毒扩散出去，产生变异'}
{'reply_time': '2020-01-27 01:34:54', 'reply_like': 1, 'reply_content': '回复 @在你面前的正是破站XJ :对呀，老祖宗都不吃的东西，现在还有二缺想吃，脑子不好使，木得救了'}
{'reply_time': '2020-01-27 01:34:56', 'reply_like': 1, 'reply_content': '回复 @印度人民的好朋友 :我记得以前看过貌似叫果蝠的蝙蝠能当宠物，吃水果的来着[无语]'}
{'reply_time': '2020-01-27 01:35:39', 'reply_like': 0, 'reply_content': '回复 @左青祠 :现在也有…'}
{'reply_time': '2020-01-27 01:51:06', 'reply_like': 0, 'reply_content': '回复 @风如古城吹 :蝙蝠是五百万年前的变异产物，它们的飞行特性导致了超高的新陈代谢率，天天浑身发烧40度，搁人早没了。但它们不会，就像没事人一样过了五百万年。\n\n这种超高的代谢率意味着，蝙蝠在进行着普通哺乳动物难以想象的细胞快速更新，但前面说过，细胞更新是有定数的，次数多了，一般生物体的DNA复制肯定会出错。\n\n然而蝙蝠经过千百万年高烧不退的进化，它们奇迹般的拥有了DNA损伤修复超能力，几乎不会出错，这导致了蝙蝠们超长的寿命，而且从来不会得病，所以蝙蝠体内全是各种病毒，埃博拉也是蝙蝠引起的。\n\n同时千万年的持续高烧还带来了蝙蝠免疫系统对炎症的持续应答，它们的身体时刻准备御敌，不像人类，不感染细菌病毒，白细胞和t细胞根本不会上班。\n\n高烧不退还在夜空下蹦迪、氧化应激水平超高、DNA损伤修复能力超强、固有免疫应答系统24小时不关机的怪物，什么埃博拉、马尔堡、狂犬病、SARS等病毒，完全干不死蝙蝠。大兄弟，你品，你细品，蝙蝠还可爱吗[无语]'}
{'reply_time': '2020-01-27 07:02:47', 'reply_like': 1, 'reply_content': '回复 @钢铁之铃 :这是煮熟的关系吗？！他是生的时候有没有毛发！在宰杀的时候就会传染了！没看新闻吗！华南市场发现大量病毒都是从摊位来的！隔壁水果摊老板都感染了他吃都没有吃！'}
{'reply_time': '2020-01-27 07:18:56', 'reply_like': 0, 'reply_content': '回复 @武汉之子 :他丫的比老鼠还丑[吓]'}
{'reply_time': '2020-01-27 07:21:35', 'reply_like': 0, 'reply_content': '回复 @胧骑士 :最近看了吃蝙蝠的，图片的蝙蝠样子像鬼一样'}
{'reply_time': '2020-01-27 08:20:47', 'reply_like': 0, 'reply_content': '回复 @射手的放纵 :写入刑法，吃野味就涉嫌危害公共安全[阴险]'}
{'reply_time': '2020-01-27 10:14:00', 'reply_like': 0, 'reply_content': '回复 @名字戈琳涵 :有些人不懂生物学中的食物链的，并不是所有人学习都认真[笑哭]'}
{'reply_time': '2020-01-27 12:09:55', 'reply_like': 0, 'reply_content': '回复 @小和的汉堡肉 :不怕死的多了，但一小群不怕死的人祸害一大群不怕死但现在不想死的人；这就很恶心。'}
{'reply_time': '2020-01-27 12:12:01', 'reply_like': 0, 'reply_content': '回复 @兔兔辣么可爱为什要吃兔兔 :非典是吃果子狸吃出来的，只是源头在蝙蝠身上而已'}
{'reply_time': '2020-01-27 12:18:02', 'reply_like': 0, 'reply_content': '回复 @凉凉的伏老爷 :但还是会觉得很恶心，我看到朋友圈有个垃圾卖孔雀，直接删了'}
{'reply_time': '2020-01-27 12:40:16', 'reply_like': 0, 'reply_content': '回复 @淡漠的鱼 :AV1651534  这是2014年的，究极预言家。'}
{'reply_time': '2020-01-27 12:45:51', 'reply_like': 0, 'reply_content': '回复 @郭老师de迷hotel :养殖的蜈蚣没问题的啦，老早以前我家还养殖过苍蝇呢，具体原因。。。报纸上的广告[笑哭]'}
{'reply_time': '2020-01-27 13:57:48', 'reply_like': 0, 'reply_content': '回复 @爱吃汉堡包的天残 :我觉得私下吃蝙蝠的人都是迷信，绝得可以补血'}
{'reply_time': '2020-01-27 17:06:10', 'reply_like': 0, 'reply_content': '回复 @武汉之子 :握手，终于找到和我一样看法的小同志了，蝙蝠那玩意儿长得真的贼恶心'}
{'reply_time': '2020-01-27 17:36:18', 'reply_like': 0, 'reply_content': '回复 @東海烤鱼 :兄弟，人家是家养的，我也听说过，好像叫果蝠'}
{'reply_time': '2020-01-27 17:54:00', 'reply_like': 0, 'reply_content': '只能说那些人为了自己的所谓的身体健康吃那些东西，结果吃了不仅自己身体没有健康还感染病毒，导致整个区域的人都被感染，是真的恶心啊，那些人。'}
{'reply_time': '2020-01-27 17:58:09', 'reply_like': 1, 'reply_content': '回复 @印度人民的好朋友 :有人觉得可爱也没什么吧，说到底根本不是蝙蝠的错，某些人嘴不犯贱，屁事没有。'}
{'reply_time': '2020-01-27 18:03:43', 'reply_like': 0, 'reply_content': '建议入刑'}
{'reply_time': '2020-01-27 18:08:09', 'reply_like': 0, 'reply_content': '我就想说一句，蝙蝠都逃到这么远的地方了，还要被抓出来吃。。。真可怜。。。'}
{'reply_time': '2020-01-27 18:09:49', 'reply_like': 0, 'reply_content': '回复 @手势哥 :检疫部门：法无禁止即可为，这些东西没在规定检疫范围里所以不需要检疫自由流通[吐]不是造谣这些年动保群里看过不知道多少这种举报回复或者采访视频'}
{'reply_time': '2020-01-27 18:10:09', 'reply_like': 0, 'reply_content': '蝙蝠：我也很委屈的好吗，我明明都已经长成了不能吃的样子，还跑到深山里居住，但还是有人来逮我！'}
{'reply_time': '2020-01-27 18:12:27', 'reply_like': 0, 'reply_content': '回复 @海茵茨_威廉_古德里安 :算前段时间内蒙古两个人吃野兔闹出来了鼠疫'}
{'reply_time': '2020-01-27 18:15:34', 'reply_like': 0, 'reply_content': '人就这样，如果有人说屎好吃，这些人估计也会去吃屎'}
{'reply_time': '2020-01-27 19:03:43', 'reply_like': 0, 'reply_content': '据说是一个人在“高档”餐厅吃蝙蝠引起的，当然和那个海鲜市场关系也很大'}
{'reply_time': '2020-01-27 19:23:25', 'reply_like': 0, 'reply_content': '吃野味，买卖入刑'}
{'reply_time': '2020-01-27 19:30:19', 'reply_like': 0, 'reply_content': '回复 @爱吃汉堡包的天残 :[笑哭]而且还TM是刺身？？？？？'}
{'reply_time': '2020-01-27 19:46:29', 'reply_like': 0, 'reply_content': '回复 @Aizerase :目前哺乳动物和禽类高发，你说的这些可能还没'}
{'reply_time': '2020-01-27 20:05:37', 'reply_like': 1, 'reply_content': '回复 @印度人民的好朋友 :没，果蝠有家养的，脑袋像小狗，智商也挺高，丑的是中华菊头蝠'}
{'reply_time': '2020-01-27 20:26:53', 'reply_like': 0, 'reply_content': '回复 @射手的放纵 :这方面还是要看科技进步的，03年的时候互联网还没有现在这么发达，所以发现途径少，现在就要好很多，如果再等到数年后，情况一定会好更多'}
{'reply_time': '2020-01-27 20:28:11', 'reply_like': 0, 'reply_content': '回复 @東海烤鱼 :所以那些地方疾病多啊，很多致命疾病都来着非洲这些地方，并且很多都来自蝙蝠[捂脸]'}
{'reply_time': '2020-01-27 20:28:26', 'reply_like': 0, 'reply_content': '的确 我们湖南有这种想法:家养的不好吃 全是激素 野味才是最好的'}
{'reply_time': '2020-01-27 21:00:56', 'reply_like': 0, 'reply_content': '回复 @焦--啊 :都人人举报了还会有人吃有人卖吗？我举报我自己[doge]'}
{'reply_time': '2020-01-27 21:41:22', 'reply_like': 0, 'reply_content': '那些买卖野味的就不该救 死一个少一个'}
{'reply_time': '2020-01-27 21:45:30', 'reply_like': 0, 'reply_content': '对！'}
{'reply_time': '2020-01-27 21:57:09', 'reply_like': 0, 'reply_content': '回复 @khalilkenshin :对，除了智力方面的优势。其他不管是生命力还是身体素质，系统免疫力在哺乳动物里算很弱了的。'}
{'reply_time': '2020-01-28 00:25:06', 'reply_like': 0, 'reply_content': '咱说这明显就是商贩的问题啊，你做熟了吃啥病毒能活'}
{'reply_time': '2020-01-28 05:18:43', 'reply_like': 0, 'reply_content': '不是吃蝙蝠，是蝙蝠感染了人们所说的野味'}
{'reply_time': '2020-01-28 09:12:40', 'reply_like': 0, 'reply_content': '吃蝙蝠的，大家在b站搜“果蝠”印度尼西亚的那个视频，恶心死了，网上流传的一张有关吃蝙蝠的图片就出自这个视频'}
{'reply_time': '2020-01-28 10:36:52', 'reply_like': 0, 'reply_content': '回复 @杨嘉绮呀 :之前在微博刷到过一个评论：蝙蝠已经努力让自己长得不像一个食材了。我实在是不知道吃的人到底是怎么想的'}
{'reply_time': '2020-01-28 10:51:56', 'reply_like': 0, 'reply_content': '回复 @射手的放纵 :还要什么办法，连平常的抵制都没信心，都不去贡献力量，你还想要什么有效的方法？而且你能不能有点素质，我是说了什么，值得你上来就骂？'}
{'reply_time': '2020-01-28 10:57:31', 'reply_like': 0, 'reply_content': '回复 @射手的放纵 :再说有治本的方法？你的思想能不能成熟点？世界上有多少东西是绝对的？就像一个国家不会永远昌盛一样。这种事只能每个人共同维护。'}
{'reply_time': '2020-01-28 12:17:15', 'reply_like': 0, 'reply_content': '要做正义的伙伴，只有一条路可走，你知道是哪一条路吗？'}
{'reply_time': '2020-01-28 12:38:28', 'reply_like': 0, 'reply_content': '只要那些吃野味的人都因为吃野味而感染这次的肺炎到半死不活，怕了就不会吃了'}
{'reply_time': '2020-01-28 12:47:46', 'reply_like': 0, 'reply_content': '那玩意浑身上下都是病毒，到底有多脏你根本想象不到[囧]'}
{'reply_time': '2020-01-28 14:39:57', 'reply_like': 0, 'reply_content': '应该想一下那些卖野生动物的怎么开的下去的，肯定有关系啊，细思极恐。'}
{'reply_time': '2020-01-28 16:51:51', 'reply_like': 1, 'reply_content': '吃蝙蝠正常，主要是他们怎么吃，他们吃刺身，这给我惊了'}
{'reply_time': '2020-01-28 18:26:53', 'reply_like': 1, 'reply_content': '今年夏天！！！？？？[doge]'}
{'reply_time': '2020-01-28 20:26:17', 'reply_like': 0, 'reply_content': '蝙蝠刺身什么的真是不怕死啊，还连累别人。'}
{'reply_time': '2020-01-28 20:34:30', 'reply_like': 0, 'reply_content': '回复 @风如古城吹 :去百度搜索菊头蝙蝠[doge]'}
{'reply_time': '2020-01-28 21:26:57', 'reply_like': 0, 'reply_content': '作为湖南人我的说一句，虽然可能会有人会喷，虽然我不好这口，但湖南这边基本不会吃稀奇古怪的东西，吃的野味也是基本是好几辈传下来的那几种，都是家附近盛产的，例如野兔，现在连蛇都是人工圈养的，少数民族有打猎习惯这没办法，这是人家传统生活方式，既然经历了这么多年，也是选择安全性高的种类，不然作为饮食大省之一，为什么全国都有吃野味的人，为什么03非典在隔壁，这次又在隔壁，就是因为有底线。其实说实话野味这种东西在一个饮食大国完全禁止很难，堵不如疏，各地如何安全化的因地制宜加强管理会更容易有些种传统生活习惯或者喜好的接受，效果会更好。'}
{'reply_time': '2020-01-29 00:57:29', 'reply_like': 1, 'reply_content': '主要是生吃，没烧熟，这病毒超过65度就死了。八成吃的这个比生吃了'}
{'reply_time': '2020-01-29 02:01:53', 'reply_like': 0, 'reply_content': '回复 @Aizerase :草鱼可以，螃蟹悠着点'}
{'reply_time': '2020-01-29 04:36:33', 'reply_like': 0, 'reply_content': '回复 @破阵一星玄 :不主要野味的确好吃。养殖的根本不能比。就像以前的野生河豚肉鲜美就有毒毒死人了不照样有人吃'}
{'reply_time': '2020-01-29 07:52:55', 'reply_like': 0, 'reply_content': '有些评论集齐可笑是不是有好些都是未成年人，评论稍微想一会动下脑，理智一些。'}
{'reply_time': '2020-01-29 12:23:30', 'reply_like': 0, 'reply_content': '回复 @胧骑士 :我也觉得小动物都很可爱[惊喜]'}
{'reply_time': '2020-01-29 12:24:01', 'reply_like': 0, 'reply_content': '回复 @郭老师de迷hotel :神雕侠侣里洪七公?[doge][doge]'}
{'reply_time': '2020-01-29 17:35:41', 'reply_like': 0, 'reply_content': '狗能改的了吃✘?说句不好听的2020都过不了就还会继续吃'}
{'reply_time': '2020-01-29 17:58:32', 'reply_like': 0, 'reply_content': '回复 @東海烤鱼 :所以那里动不动就什么疫情爆发[无语]'}
{'reply_time': '2020-01-29 17:59:37', 'reply_like': 0, 'reply_content': '回复 @国民初恋七曜 :免疫力很强悍'}
{'reply_time': '2020-01-31 15:30:17', 'reply_like': 0, 'reply_content': '是啊，很多人只认野味，听是养殖的不买'}
{'reply_time': '2020-02-01 23:32:38', 'reply_like': 0, 'reply_content': '湘西真的是太常见啦'}
{'reply_time': '2020-02-03 19:47:40', 'reply_like': 0, 'reply_content': '回复 @风如古城吹 :AV86177148有一说一，确实可爱，不敢养，但是可以云吸啊'}
{'reply_time': '2020-02-04 00:22:26', 'reply_like': 0, 'reply_content': '回复 @印度人民的好朋友 :宝可梦叉字蝠:？？？'}
{'reply_time': '2020-02-04 00:23:33', 'reply_like': 0, 'reply_content': '回复 @我在做实验不美食 :鸡蛋它不香吗？'}
{'reply_time': '2020-02-04 22:51:19', 'reply_like': 0, 'reply_content': '回复 @丨雪o寒o杉丨 :不只是蝙蝠，还有果子狸等，总而言之，野生动物很危险'}
{'reply_time': '2020-02-08 13:58:36', 'reply_like': 0, 'reply_content': '我佛了，现在竟然还能打掉几个窝点，正在风口浪尖上，还敢卖，我简直了'}
{'reply_time': '2020-02-11 18:25:59', 'reply_like': 0, 'reply_content': '天真的小朋友。人家敢做这买卖人家背后就有人。你不怕找麻烦你就举报。想想豫章书院，子木已经被他们逼死了[大哭]。心有余而力不足啊。'}
{'reply_time': '2020-02-15 22:38:38', 'reply_like': 0, 'reply_content': '有点像打黄'}
{'reply_time': '2020-01-25 12:45:44', 'reply_like': 5934, 'reply_content': '祝愿我们能够顺利度过这个关口。SARS的时候我太小不懂，但是知道越来越多的人离开，包括辛苦的医护人员，后面慢慢明白了就感觉生命如柳絮一样就飘走了[大哭]我们都要好好的[支持][爱心]'}
{'reply_time': '2020-01-25 17:38:04', 'reply_like': 85, 'reply_content': 'SARS死了很多医护人员'}
{'reply_time': '2020-01-25 17:39:58', 'reply_like': 33, 'reply_content': '生命真的好脆弱，但我们都要好好活着，相信春天的阳光一定格外灿烂[惊喜][惊喜]'}
{'reply_time': '2020-01-25 19:01:18', 'reply_like': 145, 'reply_content': 'sars死亡的三分之一是医护……'}
{'reply_time': '2020-01-25 19:20:54', 'reply_like': 18, 'reply_content': 'sars当年真的是心有余悸！'}
{'reply_time': '2020-01-25 21:22:34', 'reply_like': 16, 'reply_content': '非典能过，这次也一定能！'}
